[ 2025-10-04 22:32:44,820 ] 148 numexpr.utils - INFO - Note: NumExpr detected 12 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
[ 2025-10-04 22:32:44,820 ] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2025-10-04 22:32:46,075 ] 97 werkzeug - WARNING -  * Debugger is active!
[ 2025-10-04 22:32:46,077 ] 97 werkzeug - INFO -  * Debugger PIN: 104-393-501
[ 2025-10-04 22:32:46,174 ] 97 werkzeug - INFO - 127.0.0.1 - - [04/Oct/2025 22:32:46] "GET /predict?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
[ 2025-10-04 22:32:46,225 ] 97 werkzeug - INFO - 127.0.0.1 - - [04/Oct/2025 22:32:46] "GET /predict?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
[ 2025-10-04 22:33:06,662 ] 66 root - INFO - Data frame gathered
[ 2025-10-04 22:33:06,797 ] 50 root - INFO - Exception occured while loading object
[ 2025-10-04 22:33:06,797 ] 27 root - INFO - Exception occured in prediction pipeline
[ 2025-10-04 22:33:06,809 ] 97 werkzeug - INFO - 127.0.0.1 - - [04/Oct/2025 22:33:06] "[35m[1mPOST /predict HTTP/1.1[0m" 500 -
[ 2025-10-04 22:33:06,827 ] 97 werkzeug - INFO - 127.0.0.1 - - [04/Oct/2025 22:33:06] "GET /predict?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
[ 2025-10-04 22:33:06,828 ] 97 werkzeug - INFO - 127.0.0.1 - - [04/Oct/2025 22:33:06] "[36mGET /predict?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1[0m" 304 -
[ 2025-10-04 22:33:06,847 ] 97 werkzeug - INFO - 127.0.0.1 - - [04/Oct/2025 22:33:06] "[36mGET /predict?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1[0m" 304 -
[ 2025-10-04 22:33:06,856 ] 97 werkzeug - INFO - 127.0.0.1 - - [04/Oct/2025 22:33:06] "[36mGET /predict?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1[0m" 304 -
