[ 2025-10-04 23:16:51,872 ] 148 numexpr.utils - INFO - Note: NumExpr detected 12 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
[ 2025-10-04 23:16:51,872 ] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2025-10-04 23:16:53,128 ] 97 werkzeug - WARNING -  * Debugger is active!
[ 2025-10-04 23:16:53,128 ] 97 werkzeug - INFO -  * Debugger PIN: 104-393-501
[ 2025-10-04 23:17:03,492 ] 97 werkzeug - INFO - 127.0.0.1 - - [04/Oct/2025 23:17:03] "GET /predict HTTP/1.1" 200 -
[ 2025-10-04 23:17:03,540 ] 97 werkzeug - INFO - 127.0.0.1 - - [04/Oct/2025 23:17:03] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
[ 2025-10-04 23:17:16,701 ] 66 root - INFO - Data frame gathered
[ 2025-10-04 23:17:16,952 ] 50 root - INFO - Exception occured while loading object
[ 2025-10-04 23:17:16,952 ] 27 root - INFO - Exception occured in prediction pipeline
[ 2025-10-04 23:17:16,973 ] 97 werkzeug - INFO - 127.0.0.1 - - [04/Oct/2025 23:17:16] "[35m[1mPOST /predict HTTP/1.1[0m" 500 -
[ 2025-10-04 23:17:17,200 ] 97 werkzeug - INFO - 127.0.0.1 - - [04/Oct/2025 23:17:17] "[36mGET /predict?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1[0m" 304 -
[ 2025-10-04 23:17:17,200 ] 97 werkzeug - INFO - 127.0.0.1 - - [04/Oct/2025 23:17:17] "GET /predict?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
[ 2025-10-04 23:17:17,254 ] 97 werkzeug - INFO - 127.0.0.1 - - [04/Oct/2025 23:17:17] "[36mGET /predict?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1[0m" 304 -
[ 2025-10-04 23:17:17,257 ] 97 werkzeug - INFO - 127.0.0.1 - - [04/Oct/2025 23:17:17] "[36mGET /predict?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1[0m" 304 -
[ 2025-10-04 23:18:32,808 ] 97 werkzeug - INFO -  * Detected change in 'C:\\Users\\athar\\anaconda4\\Lib\\pickle.py', reloading
