[ 2025-10-04 23:30:29,465 ] 148 numexpr.utils - INFO - Note: NumExpr detected 12 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
[ 2025-10-04 23:30:29,465 ] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2025-10-04 23:30:31,361 ] 97 werkzeug - WARNING -  * Debugger is active!
[ 2025-10-04 23:30:31,365 ] 97 werkzeug - INFO -  * Debugger PIN: 104-393-501
[ 2025-10-04 23:30:59,271 ] 66 root - INFO - Data frame gathered
[ 2025-10-04 23:30:59,759 ] 50 root - INFO - Exception occured while loading object
[ 2025-10-04 23:30:59,759 ] 27 root - INFO - Exception occured in prediction pipeline
[ 2025-10-04 23:30:59,767 ] 97 werkzeug - INFO -  * Detected change in 'C:\\Users\\athar\\anaconda4\\Lib\\site-packages\\flask\\app.py', reloading
[ 2025-10-04 23:30:59,805 ] 97 werkzeug - INFO - 127.0.0.1 - - [04/Oct/2025 23:30:59] "[35m[1mPOST /predict HTTP/1.1[0m" 500 -
[ 2025-10-04 23:31:00,241 ] 97 werkzeug - INFO - 127.0.0.1 - - [04/Oct/2025 23:31:00] "[36mGET /predict?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1[0m" 304 -
[ 2025-10-04 23:31:00,245 ] 97 werkzeug - INFO - 127.0.0.1 - - [04/Oct/2025 23:31:00] "[36mGET /predict?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1[0m" 304 -
[ 2025-10-04 23:31:00,276 ] 97 werkzeug - INFO - 127.0.0.1 - - [04/Oct/2025 23:31:00] "[36mGET /predict?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1[0m" 304 -
[ 2025-10-04 23:31:00,296 ] 97 werkzeug - INFO - 127.0.0.1 - - [04/Oct/2025 23:31:00] "[36mGET /predict?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1[0m" 304 -
